"sno","name","symbol","date","high","low","open","close","volume","marketcap"
2074,"Bitcoin","BTC","2019-01-01","$3,850.91","$3,707.23","$3,746.71","$3,843.52",4324200990.19464,67098634180.6128
2075,"Bitcoin","BTC","2019-01-02","$3,947.98","$3,817.41","$3,849.22","$3,943.41",5244856835.70851,68849856731.6738
2076,"Bitcoin","BTC","2019-01-03","$3,935.69","$3,826.22","$3,931.05","$3,836.74",4530215218.84018,66994920902.7202
2077,"Bitcoin","BTC","2019-01-04","$3,865.93","$3,783.85","$3,832.04","$3,857.72",4847965467.09122,67368333500.343
2078,"Bitcoin","BTC","2019-01-05","$3,904.90","$3,836.90","$3,851.97","$3,845.19",5137609823.75761,67157570935.0686
2079,"Bitcoin","BTC","2019-01-06","$4,093.30","$3,826.51","$3,836.52","$4,076.63",5597027439.59745,71206795852.7853
2080,"Bitcoin","BTC","2019-01-07","$4,092.61","$4,020.89","$4,078.59","$4,025.25",5228625637.09382,70316305580.3226
2081,"Bitcoin","BTC","2019-01-08","$4,109.02","$3,996.96","$4,028.47","$4,030.85",5306593305.06723,70422743854.2439
2082,"Bitcoin","BTC","2019-01-09","$4,068.40","$4,022.66","$4,031.55","$4,035.30",5115905224.62691,70508733459.2063
2083,"Bitcoin","BTC","2019-01-10","$4,064.07","$3,659.17","$4,034.41","$3,678.92",6874143795.71863,64288932886.0169
2084,"Bitcoin","BTC","2019-01-11","$3,713.88","$3,653.07","$3,674.02","$3,687.37",5538712864.65637,64443301116.571
2085,"Bitcoin","BTC","2019-01-12","$3,698.98","$3,653.81","$3,686.97","$3,661.30",4778170882.56059,63994140881.8701
2086,"Bitcoin","BTC","2019-01-13","$3,674.76","$3,544.93","$3,658.87","$3,552.95",4681302465.81578,62106461671.3502
2087,"Bitcoin","BTC","2019-01-14","$3,727.84","$3,552.29","$3,557.31","$3,706.05",5651384489.83351,64789619995.0563
2088,"Bitcoin","BTC","2019-01-15","$3,720.15","$3,619.95","$3,704.22","$3,630.68",5537192301.96239,63477817959.3241
2089,"Bitcoin","BTC","2019-01-16","$3,685.78","$3,624.67","$3,631.51","$3,655.01",5394457144.65099,63909348775.7898
2090,"Bitcoin","BTC","2019-01-17","$3,680.14","$3,621.96","$3,651.87","$3,678.56",5464420383.38187,64327048254.6073
2091,"Bitcoin","BTC","2019-01-18","$3,682.52","$3,637.08","$3,677.99","$3,657.84",5002961726.8303,63970991867.2934
2092,"Bitcoin","BTC","2019-01-19","$3,758.53","$3,652.38","$3,652.38","$3,728.57",5955691379.94133,65214103658.5829
2093,"Bitcoin","BTC","2019-01-20","$3,743.39","$3,583.02","$3,725.45","$3,601.01",5582489559.53197,62990143284.0983
2094,"Bitcoin","BTC","2019-01-21","$3,608.84","$3,558.54","$3,600.37","$3,576.03",5004347059.44597,62559869611.6414
2095,"Bitcoin","BTC","2019-01-22","$3,620.75","$3,539.72","$3,575.08","$3,604.58",5313623556.00702,63065139423.6322
2096,"Bitcoin","BTC","2019-01-23","$3,623.07","$3,565.31","$3,605.56","$3,585.12",5433755648.65326,62731361271.6475
2097,"Bitcoin","BTC","2019-01-24","$3,616.09","$3,569.09","$3,584.50","$3,600.87",5262869046.43655,63014066011.6996
2098,"Bitcoin","BTC","2019-01-25","$3,612.93","$3,575.60","$3,607.39","$3,599.77",5265847538.53257,63000985907.6837
2099,"Bitcoin","BTC","2019-01-26","$3,654.93","$3,593.35","$3,599.72","$3,602.46",5098183234.66414,63054898963.1367
2100,"Bitcoin","BTC","2019-01-27","$3,612.67","$3,567.25","$3,604.69","$3,583.97",5570752966.31456,62737274092.7359
2101,"Bitcoin","BTC","2019-01-28","$3,586.75","$3,439.23","$3,584.28","$3,470.45",6908930483.46637,60756570313.9757
2102,"Bitcoin","BTC","2019-01-29","$3,476.07","$3,400.82","$3,468.87","$3,448.12",5897159492.96958,60371874098.8161
2103,"Bitcoin","BTC","2019-01-30","$3,495.17","$3,429.39","$3,443.90","$3,486.18",5955112626.75721,61044262622.3971
2104,"Bitcoin","BTC","2019-01-31","$3,504.80","$3,447.92","$3,485.41","$3,457.79",5831198270.86504,60553903927.4911
2105,"Bitcoin","BTC","2019-02-01","$3,501.95","$3,431.59","$3,460.55","$3,487.95",5422926707.35329,61088747491.2873
2106,"Bitcoin","BTC","2019-02-02","$3,523.29","$3,467.57","$3,484.63","$3,521.06",5071623600.96582,61675119055.415
2107,"Bitcoin","BTC","2019-02-03","$3,521.39","$3,447.92","$3,516.14","$3,464.01",5043937583.94819,60681847607.5771
2108,"Bitcoin","BTC","2019-02-04","$3,476.22","$3,442.59","$3,467.21","$3,459.15",5332718886.30653,60603083461.2471
2109,"Bitcoin","BTC","2019-02-05","$3,478.15","$3,451.94","$3,454.95","$3,466.36",5227549544.8948,60735563489.7233
2110,"Bitcoin","BTC","2019-02-06","$3,469.09","$3,398.57","$3,469.09","$3,413.77",5482196037.61486,59821158611.6301
2111,"Bitcoin","BTC","2019-02-07","$3,427.95","$3,394.22","$3,414.93","$3,399.47",5004962682.80801,59578075990.9339
2112,"Bitcoin","BTC","2019-02-08","$3,695.61","$3,391.02","$3,401.38","$3,666.78",7735623101.05035,64270269952.7511
2113,"Bitcoin","BTC","2019-02-09","$3,679.94","$3,646.56","$3,671.59","$3,671.20",6158833644.65178,64354732475.0563
2114,"Bitcoin","BTC","2019-02-10","$3,695.04","$3,640.98","$3,673.20","$3,690.19",6282256902.9225,64694025950.728
2115,"Bitcoin","BTC","2019-02-11","$3,695.61","$3,642.29","$3,695.61","$3,648.43",6277056433.57185,63968390249.9939
2116,"Bitcoin","BTC","2019-02-12","$3,668.59","$3,618.56","$3,642.75","$3,653.53",6480384531.73272,64063755249.7315
2117,"Bitcoin","BTC","2019-02-13","$3,669.75","$3,617.25","$3,653.60","$3,632.07",6438903822.53137,63694394519.3354
2118,"Bitcoin","BTC","2019-02-14","$3,646.26","$3,607.70","$3,631.17","$3,616.88",6271044417.92334,63434486051.9796
2119,"Bitcoin","BTC","2019-02-15","$3,647.80","$3,608.21","$3,617.37","$3,620.81",6091952230.58605,63509111125.2578
2120,"Bitcoin","BTC","2019-02-16","$3,652.84","$3,615.27","$3,615.27","$3,629.79",5934744051.69985,63673369195.0388
2121,"Bitcoin","BTC","2019-02-17","$3,680.54","$3,619.18","$3,633.36","$3,673.84",7039512502.6247,64453368778.9611
2122,"Bitcoin","BTC","2019-02-18","$3,936.67","$3,669.98","$3,671.37","$3,915.71",9908216640.36486,68704389994.3763
2123,"Bitcoin","BTC","2019-02-19","$4,010.88","$3,908.15","$3,911.66","$3,947.09",9933626654.81582,69262673238.0216
2124,"Bitcoin","BTC","2019-02-20","$4,000.49","$3,926.25","$3,946.68","$3,999.82",8693373948.00982,70194350041.973
2125,"Bitcoin","BTC","2019-02-21","$4,010.01","$3,940.11","$4,000.26","$3,954.12",7775128102.44287,69398333876.334
2126,"Bitcoin","BTC","2019-02-22","$4,006.54","$3,950.82","$3,952.41","$4,005.53",7826525254.37879,70308555856.5589
2127,"Bitcoin","BTC","2019-02-23","$4,166.29","$3,968.73","$3,998.92","$4,142.53",8922258315.77183,72720867208.2186
2128,"Bitcoin","BTC","2019-02-24","$4,210.64","$3,793.71","$4,145.46","$3,810.43",10794227451.2229,66897483404.1494
2129,"Bitcoin","BTC","2019-02-25","$3,913.71","$3,807.00","$3,807.00","$3,882.70",9318796066.6747,68173204650.9558
2130,"Bitcoin","BTC","2019-02-26","$3,891.58","$3,837.99","$3,878.70","$3,854.36",7931218996.38403,67683296223.3571
2131,"Bitcoin","BTC","2019-02-27","$3,888.80","$3,787.06","$3,857.48","$3,851.05",8301309684.13533,67631949500.0921
2132,"Bitcoin","BTC","2019-02-28","$3,906.06","$3,845.82","$3,848.26","$3,854.79",8399767798.45704,67704774107.0288
2133,"Bitcoin","BTC","2019-03-01","$3,907.80","$3,851.69","$3,853.76","$3,859.58",7661247975.11185,67796965743.3518
2134,"Bitcoin","BTC","2019-03-02","$3,874.61","$3,832.13","$3,855.32","$3,864.42",7578786075.61039,67888255370.8382
2135,"Bitcoin","BTC","2019-03-03","$3,875.48","$3,836.91","$3,862.27","$3,847.18",7253558152.32178,67592376373.1992
2136,"Bitcoin","BTC","2019-03-04","$3,867.38","$3,733.75","$3,845.09","$3,761.56",9029175787.94408,66094551587.193
2137,"Bitcoin","BTC","2019-03-05","$3,903.92","$3,745.18","$3,759.83","$3,896.38",10174126414.5332,68470655399.5828
2138,"Bitcoin","BTC","2019-03-06","$3,919.51","$3,871.46","$3,897.08","$3,903.94",9175291528.51699,68609885775.7594
2139,"Bitcoin","BTC","2019-03-07","$3,939.37","$3,894.11","$3,903.38","$3,911.48",9584165518.67529,68749421310.5083
2140,"Bitcoin","BTC","2019-03-08","$3,950.43","$3,875.23","$3,913.23","$3,901.13",10638638944.001,68574579320.2148
2141,"Bitcoin","BTC","2019-03-09","$3,987.24","$3,892.39","$3,894.55","$3,963.31",10796103518.2198,69674508654.6229
2142,"Bitcoin","BTC","2019-03-10","$3,966.17","$3,924.38","$3,966.17","$3,951.60",9713267606.58481,69475297369.7211
2143,"Bitcoin","BTC","2019-03-11","$3,966.38","$3,889.24","$3,953.74","$3,905.23",10125901902.7266,68666928025.4743
2144,"Bitcoin","BTC","2019-03-12","$3,926.89","$3,863.56","$3,903.76","$3,909.16",9809887079.43689,68743000581.0221
2145,"Bitcoin","BTC","2019-03-13","$3,926.60","$3,891.90","$3,913.05","$3,906.72",9469184841.22373,68706700381.1646
2146,"Bitcoin","BTC","2019-03-14","$3,946.50","$3,901.30","$3,905.58","$3,924.37",10480789569.5861,69024696307.424
2147,"Bitcoin","BTC","2019-03-15","$3,968.54","$3,914.02","$3,926.66","$3,960.91",9394210604.85752,69675002376.5269
2148,"Bitcoin","BTC","2019-03-16","$4,077.04","$3,961.66","$3,963.90","$4,048.73",9856166973.20956,71227967573.2899
2149,"Bitcoin","BTC","2019-03-17","$4,054.12","$4,006.41","$4,047.72","$4,025.23",8221625399.65813,70821939585.3756
2150,"Bitcoin","BTC","2019-03-18","$4,071.56","$4,009.12","$4,029.97","$4,032.51",9646954186.20681,70958165406.797
2151,"Bitcoin","BTC","2019-03-19","$4,082.22","$4,023.81","$4,032.69","$4,071.19",9344919956.26907,71647703827.7263
2152,"Bitcoin","BTC","2019-03-20","$4,089.46","$4,031.11","$4,070.79","$4,087.48",10175916388.2762,71942444088.065
2153,"Bitcoin","BTC","2019-03-21","$4,097.36","$4,005.15","$4,083.95","$4,029.33",10831212661.6887,70926226881.5237
2154,"Bitcoin","BTC","2019-03-22","$4,053.91","$4,021.54","$4,028.51","$4,023.97",9252935969.11583,70840048102.3798
2155,"Bitcoin","BTC","2019-03-23","$4,049.88","$4,015.96","$4,022.71","$4,035.83",9578850549.20952,71056017909.8302
2156,"Bitcoin","BTC","2019-03-24","$4,040.70","$4,006.19","$4,035.16","$4,022.17",9144851064.99816,70823042992.427
2157,"Bitcoin","BTC","2019-03-25","$4,038.84","$3,934.03","$4,024.11","$3,963.07",10359818882.7206,69789872373.2903
2158,"Bitcoin","BTC","2019-03-26","$3,985.08","$3,944.75","$3,969.23","$3,985.08",10707678814.874,70184147202.9256
2159,"Bitcoin","BTC","2019-03-27","$4,087.07","$3,977.81","$3,984.24","$4,087.07",10897131934.1801,71987847570.6632
2160,"Bitcoin","BTC","2019-03-28","$4,094.90","$4,040.27","$4,087.58","$4,069.11",9353915899.01829,71678998915.3443
2161,"Bitcoin","BTC","2019-03-29","$4,113.50","$4,034.10","$4,068.30","$4,098.37",10918665556.7509,72202088875.2092
2162,"Bitcoin","BTC","2019-03-30","$4,296.81","$4,053.91","$4,092.14","$4,106.66",9732688060.4259,72355190645.0434
2163,"Bitcoin","BTC","2019-03-31","$4,113.02","$4,094.10","$4,105.46","$4,105.40",9045122442.86547,72339379035.9471
2164,"Bitcoin","BTC","2019-04-01","$4,164.95","$4,096.90","$4,105.36","$4,158.18",10157794170.601,73269368747.441
2165,"Bitcoin","BTC","2019-04-02","$4,905.95","$4,155.32","$4,156.92","$4,879.88",21315047816.2034,85986009273.1489
2166,"Bitcoin","BTC","2019-04-03","$5,307.00","$4,876.62","$4,879.96","$4,973.02",22899891582.3906,87655288144.6018
2167,"Bitcoin","BTC","2019-04-04","$5,063.16","$4,836.79","$4,971.31","$4,922.80",18251810239.6095,86778727821.0768
2168,"Bitcoin","BTC","2019-04-05","$5,053.51","$4,919.49","$4,922.81","$5,036.68",16837325387.2428,88796118649.975
2169,"Bitcoin","BTC","2019-04-06","$5,205.82","$4,992.22","$5,036.79","$5,059.82",16929795193.6879,89212733449.5707
2170,"Bitcoin","BTC","2019-04-07","$5,235.19","$5,050.41","$5,062.79","$5,198.90",16655416140.2699,91674230185.9347
2171,"Bitcoin","BTC","2019-04-08","$5,318.84","$5,148.21","$5,199.84","$5,289.77",17154113634.3214,93286365973.0142
2172,"Bitcoin","BTC","2019-04-09","$5,289.92","$5,167.42","$5,289.92","$5,204.96",14722104361.4039,91799330425.2375
2173,"Bitcoin","BTC","2019-04-10","$5,421.65","$5,193.38","$5,204.11","$5,324.55",15504590933.2653,93918439274.0321
2174,"Bitcoin","BTC","2019-04-11","$5,354.23","$5,017.30","$5,325.08","$5,064.49",16555616019.1146,89341168456.888
2175,"Bitcoin","BTC","2019-04-12","$5,103.27","$4,955.85","$5,061.20","$5,089.54",13675206312.4982,89792633045.0218
2176,"Bitcoin","BTC","2019-04-13","$5,127.12","$5,061.59","$5,088.85","$5,096.59",10823289598.3117,89925574874.6422
2177,"Bitcoin","BTC","2019-04-14","$5,184.02","$5,053.57","$5,095.76","$5,167.72",10391952498.0296,91188595340.7853
2178,"Bitcoin","BTC","2019-04-15","$5,196.61","$5,024.07","$5,167.32","$5,067.11",12290155060.9227,89422237602.9984
2179,"Bitcoin","BTC","2019-04-16","$5,238.95","$5,055.19","$5,066.58","$5,235.56",11618660197.331,92404613297.4486
2180,"Bitcoin","BTC","2019-04-17","$5,274.28","$5,219.21","$5,236.14","$5,251.94",12438480676.6085,92702617458.1931
2181,"Bitcoin","BTC","2019-04-18","$5,319.99","$5,250.51","$5,251.48","$5,298.39",13256489918.0909,93532402741.0929
2182,"Bitcoin","BTC","2019-04-19","$5,336.68","$5,233.34","$5,298.15","$5,303.81",13780238655.1805,93638345002.2649
2183,"Bitcoin","BTC","2019-04-20","$5,358.49","$5,295.88","$5,304.16","$5,337.89",13169647522.1762,94248717443.8952
2184,"Bitcoin","BTC","2019-04-21","$5,359.93","$5,257.34","$5,335.88","$5,314.53",13731844222.8199,93847052256.1912
2185,"Bitcoin","BTC","2019-04-22","$5,422.69","$5,280.28","$5,312.49","$5,399.37",14601631647.9961,95354207775.9268
2186,"Bitcoin","BTC","2019-04-23","$5,633.80","$5,389.41","$5,399.37","$5,572.36",15867308107.9804,98417387004.1095
2187,"Bitcoin","BTC","2019-04-24","$5,642.04","$5,418.26","$5,571.51","$5,464.87",17048033399.0899,96530038144.448
2188,"Bitcoin","BTC","2019-04-25","$5,542.24","$5,181.34","$5,466.52","$5,210.52",15330283408.0494,92046492863.6906
2189,"Bitcoin","BTC","2019-04-26","$5,383.63","$5,177.37","$5,210.30","$5,279.35",16812108039.6273,93272287959.7983
2190,"Bitcoin","BTC","2019-04-27","$5,310.75","$5,233.64","$5,279.47","$5,268.29",13111274675.1063,93086156556.1504
2191,"Bitcoin","BTC","2019-04-28","$5,326.23","$5,255.68","$5,271.75","$5,285.14",12819992055.6275,93391244394.8948
2192,"Bitcoin","BTC","2019-04-29","$5,311.27","$5,216.49","$5,284.86","$5,247.35",13735490672.3168,92737510865.0381
2193,"Bitcoin","BTC","2019-04-30","$5,363.26","$5,224.19","$5,247.73","$5,350.73",13878964573.7961,94573826827.4842
2194,"Bitcoin","BTC","2019-05-01","$5,418.00","$5,347.65","$5,350.91","$5,402.70",13679528236.4505,95501110090.8014
2195,"Bitcoin","BTC","2019-05-02","$5,522.26","$5,394.22","$5,402.42","$5,505.28",14644460907.0129,97330112146.5137
2196,"Bitcoin","BTC","2019-05-03","$5,865.88","$5,490.20","$5,505.55","$5,768.29",18720780005.7302,101986240859.226
2197,"Bitcoin","BTC","2019-05-04","$5,886.89","$5,645.47","$5,769.20","$5,831.17",17567780765.6085,103112021258.803
2198,"Bitcoin","BTC","2019-05-05","$5,833.86","$5,708.04","$5,831.07","$5,795.71",14808830722.9304,102494420158.46
2199,"Bitcoin","BTC","2019-05-06","$5,802.96","$5,653.69","$5,791.69","$5,746.81",15737171804.1755,101640471055.639
2200,"Bitcoin","BTC","2019-05-07","$5,988.18","$5,741.40","$5,745.60","$5,829.50",18026409032.5876,103112368557.499
2201,"Bitcoin","BTC","2019-05-08","$5,989.98","$5,794.72","$5,849.48","$5,982.46",15320605299.5998,105829143585.149
2202,"Bitcoin","BTC","2019-05-09","$6,183.04","$5,982.32","$5,982.32","$6,174.53",16784645410.7955,109238600750.148
2203,"Bitcoin","BTC","2019-05-10","$6,434.62","$6,161.52","$6,175.82","$6,378.85",19419875367.6122,112863284035.003
2204,"Bitcoin","BTC","2019-05-11","$7,333.00","$6,375.70","$6,379.67","$7,204.77",28867562329.2995,127488435181.246
2205,"Bitcoin","BTC","2019-05-12","$7,503.87","$6,815.77","$7,203.51","$6,972.37",27773333679.6781,123389710222.362
2206,"Bitcoin","BTC","2019-05-13","$8,047.41","$6,898.28","$6,971.18","$7,814.92",28677672181.4518,138316573807.201
2207,"Bitcoin","BTC","2019-05-14","$8,268.71","$7,696.39","$7,807.88","$7,994.42",32031452226.8167,141508656734.802
2208,"Bitcoin","BTC","2019-05-15","$8,216.42","$7,899.11","$7,989.37","$8,205.17",28344112919.5707,145254332460.476
2209,"Bitcoin","BTC","2019-05-16","$8,320.82","$7,729.61","$8,194.50","$7,884.91",33167197581.0209,139599559277.841
2210,"Bitcoin","BTC","2019-05-17","$7,929.15","$7,038.12","$7,886.93","$7,343.90",30066644905.1297,130034777632.549
